,NewsID,Title,Link,Source,StartDate,EndDate,Label
8085,8086,"Says a man in Ferguson, Mo., was photographed holding a sign that said, ""No mother should have to fear for her son's life every time he robs a store.""",https://www.politifact.com/factchecks/2023/dec/04/chain-email/viral-photo-ferguson-protester-doesnt-withstand-cl/,Chain email," December 2, 2"," December 4, 2023",pants-fire
8086,8087,"Says Barack Obama has ""the worst record of any president when it comes to putting America deeper in debt.""",https://www.politifact.com/factchecks/2023/dec/04/reince-priebus/rnc-chair-reince-priebus-says-barack-obama-has-wor/,Reince Priebus," December 2, 2"," December 4, 2023",half-true
8087,8088,"""In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.""",https://www.politifact.com/factchecks/2023/dec/04/bill-oreilly/bill-oreilly-cites-faulty-data-claim-about-shootin/,Bill O'Reilly," December 1, 2"," December 4, 2023",barely-true
8088,8089,"In 2010, uninsured voters made up ""about 5 percent of the electorate.""",https://www.politifact.com/factchecks/2023/dec/04/charles-schumer/uninsured-vote-low-rates-charles-schumer/,Charles Schumer," November 25, "," December 4, 2023",TRUE
8089,8090,"""Too many"" tattoos ""on visible body parts"" keep some applicants out of the military.",https://www.politifact.com/factchecks/2023/dec/03/jeb-bush/too-many-visible-tattoos-keep-out-military-jeb-bus/,Jeb Bush," December 1, 2"," December 3, 2023",TRUE
8090,8091,"""The number of killings of citizens by police is at a two-decade high.""",https://www.politifact.com/factchecks/2023/dec/03/marc-morial/are-deaths-police-shootings-highest-20-years/,Marc Morial," November 30, "," December 3, 2023",half-true
8091,8092,"""We’re borrowing 20% of (the federal) budget.""",https://www.politifact.com/factchecks/2023/dec/03/glenn-grothman/glenn-grothman-says-20-percent-federal-budget-borr/,Glenn Grothman," November 30, "," December 3, 2023",half-true
8092,8093,"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",https://www.politifact.com/factchecks/2023/dec/03/keisha-lance-bottoms/councilwoman-right-annexation-drew-reed-city/,Keisha Lance Bottoms," November 28, "," December 3, 2023",mostly-true
8093,8094,"""794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.""",https://www.politifact.com/factchecks/2023/dec/02/facebook-posts/meme-says-barack-obama-has-given-no-special-recogn/,Facebook posts," December 2, 2"," December 2, 2023",pants-fire
8094,8095,"Immigrants ""have captured all of the nearly 9 million jobs created since 2000.""",https://www.politifact.com/factchecks/2023/dec/02/peter-morici/economist-immigrants-have-taken-all-new-jobs-creat/,Peter Morici," December 7, 2"," December 2, 2023",barely-true
8095,8096,"""The U.S. Constitution owes its notion of democracy to the Iroquois Tribes.""",https://www.politifact.com/factchecks/2023/dec/02/facebook-posts/viral-meme-says-constitution-owes-its-notion-democ/,Facebook posts," December 2, 2"," December 2, 2023",barely-true
8096,8097,"The poorest counties in the U.S. are in Appalachia and ""happen to be more than 90 percent white.""",https://www.politifact.com/factchecks/2023/dec/01/jim-webb/jim-webb-says-poorest-us-counties-are-appalachia-a/,Jim Webb," November 19, "," December 1, 2023",half-true
8097,8098,"""Wisconsin’s state budget is almost twice as large per person as the state budget of Texas, and even after billions in tax cuts, Wisconsin’s working families and businesses remain subject to a heavy tax burden.""",https://www.politifact.com/factchecks/2023/dec/01/mario-loyola/mario-loyola-says-even-cuts-wisconsin-spending-and/,Mario Loyola," November 5, 2"," December 1, 2023",mostly-true
8098,8099,"""Every president since Eisenhower has taken executive action to address immigration issues.""",https://www.politifact.com/factchecks/2023/nov/30/tim-kaine/kaine-says-all-presidents-eisenhower-have-taken-ex/,Tim Kaine," November 20, "," November 30, 2023",mostly-true
8099,8100,"Rhode Island's legislature is ""the strongest in the country.""",https://www.politifact.com/factchecks/2023/nov/30/lincoln-chafee/gov-lincoln-chafee-says-ri-legislature-strongest-u/,Lincoln Chafee," November 14, "," November 30, 2023",TRUE
8100,8101,Wisconsin is below the national average in wage growth and job growth.,https://www.politifact.com/factchecks/2023/nov/28/chuck-todd/under-scott-walker-wisconsin-lags-us-wage-job-grow/,Chuck Todd," November 9, 2"," November 28, 2023",TRUE
8101,8102,"Austin is ""burdened by the fastest-growing tax increases of any major city in the nation.""",https://www.politifact.com/factchecks/2023/nov/28/jim-skaggs/austin-area-activist-says-austin-has-fastest-growi/,Jim Skaggs," November 5, 2"," November 28, 2023",FALSE
8102,8103,"""Our median income here in Providence is the same as the median income in Mississippi.""",https://www.politifact.com/factchecks/2023/nov/27/jorge-elorza/mayor-elect-jorge-elorza-says-providence-has-same-/,Jorge Elorza," November 9, 2"," November 27, 2023",mostly-true
8103,8104,"""The conviction rate is almost exactly the same"" for whites and blacks who commit murder.",https://www.politifact.com/factchecks/2023/nov/26/rudy-giuliani/giuliani-black-and-white-people-charged-murder-are/,Rudy Giuliani," November 24, "," November 26, 2023",FALSE
8104,8105,"Says ""93 percent of blacks in America are killed by other blacks.""",https://www.politifact.com/factchecks/2023/nov/25/rudy-giuliani/giuliani-93-black-murders-committed-blacks/,Rudy Giuliani," November 23, "," November 25, 2023",mostly-true
8105,8106,"Citing his efforts to secure the border, Obama said, ""Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.""",https://www.politifact.com/factchecks/2023/nov/25/barack-obama/obama-says-illegal-border-crossings-lowest-it-has-/,Barack Obama," November 20, "," November 25, 2023",half-true
8106,8107,"""Texas had the worst voter participation in the country"" in the November 2023 elections.",https://www.politifact.com/factchecks/2023/nov/25/jason-stanford/democratic-consultant-says-texas-had-nations-lowes/,Jason Stanford," November 17, "," November 25, 2023",mostly-true
8107,8108,"Says ""99 percent of the time police officers aren't charged when they kill young people of color.""",https://www.politifact.com/factchecks/2023/nov/25/benjamin-crump/lawyer-ferguson-case-99-time-police-not-charged-de/,Benjamin Crump," November 23, "," November 25, 2023",half-true
8108,8109,"""Turkeys today weigh 29.8 pounds. In the ?0s, they weighed 13.2 pounds.""",https://www.politifact.com/factchecks/2023/nov/25/mother-jones/turkeys-today-are-more-twice-fat-they-were-1930s-m/,Mother Jones," November 24, "," November 25, 2023",TRUE
8109,8110,"On immigration, what reports say President Barack Obama ""plans to do is roughly on the same scale"" as what President George H.W. Bush did.",https://www.politifact.com/factchecks/2023/nov/24/rachel-maddow/rachel-maddow-says-obamas-proposed-immigration-act/,Rachel Maddow," November 17, "," November 24, 2023",mostly-true
8110,8111,"""The NRA supported background checks...""",https://www.politifact.com/factchecks/2023/nov/24/kathleen-murphy/kathleen-murphy-has-rosy-memory-nras-past-support-/,Kathleen Murphy," November 18, "," November 24, 2023",mostly-true
8111,8112,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, ""Allah be praised. America we will kill you all and nothing you can do to stop it.""",https://www.politifact.com/factchecks/2023/nov/24/facebook-posts/viral-meme-says-islamic-group-posted-threat-kill-a/,Facebook posts," November 20, "," November 24, 2023",pants-fire
8112,8113,"In ""the past four or five"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees.""",https://www.politifact.com/factchecks/2023/nov/24/scott-walker/those-who-poll-well-early-dont-become-presidential/,Scott Walker," November 11, "," November 24, 2023",barely-true
8113,8114,"""There are more people living in this country who were not born here than at anytime in the history of the country.""",https://www.politifact.com/factchecks/2023/nov/23/rick-santorum/rick-santorum-foreign-born-residents-living-united/,Rick Santorum," November 23, "," November 23, 2023",half-true
8114,8115,"""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",https://www.politifact.com/factchecks/2023/nov/23/anne-nolan/crossroads-head-anne-nolan-says-long-term-homeless/,Anne Nolan," November 12, "," November 23, 2023",FALSE
8115,8116,"""The actions I’m taking"" are ""the kinds of actions taken by every single Republican president and every single Democratic president for the past half-century.""",https://www.politifact.com/factchecks/2023/nov/21/barack-obama/are-barack-obamas-immigration-moves-kinds-actions-/,Barack Obama," November 20, "," November 21, 2023",half-true
8116,8117,"In rural Virginia, ""Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.""",https://www.politifact.com/factchecks/2023/nov/21/david-hallock/mark-warner-got-more-rural-votes-other-democratic-/,David Hallock," November 12, "," November 21, 2023",FALSE
8117,8118,"Austin mayoral candidate Steve Adler opposed an injunction to stop a ""company from dumping petrochemicals directly into the Barton Springs aquifer.""",https://www.politifact.com/factchecks/2023/nov/21/brad-rockwell/steve-adler-represented-store-trying-build-over-aq/,Brad Rockwell," November 12, "," November 21, 2023",half-true
8118,8119,"""Fox News uses photo of a married couple promoting ‘traditional marriage?and the photo is actually of a same-sex couple.""",https://www.politifact.com/factchecks/2023/nov/21/facebook-posts/facebook-meme-fox-news-topped-same-sex-marriage-ar/,Facebook posts," November 12, "," November 21, 2023",TRUE
8119,8120,"In Wisconsin, unions can essentially give ""unlimited"" contributions to political parties, but business can't give any.",https://www.politifact.com/factchecks/2023/nov/21/robin-vos/wisconsin-unions-can-give-unlimited-funds-politica/,Robin Vos," November 5, 2"," November 21, 2023",mostly-true
8120,8121,"In the 2023 elections, ""the American people overwhelmingly said we don't want Obamacare ?and we don't want amnesty.""",https://www.politifact.com/factchecks/2023/nov/21/ted-cruz/ted-cruz-says-2023-elections-voters-made-clear-the/,Ted Cruz," November 19, "," November 21, 2023",FALSE
8121,8122,"Scott Walker ""couldn’t get his own party"" to back more than a 500-student increase in Milwaukee’s school choice program, but in Indiana, ""Mitch Daniels?voucher program is approaching 30,000 students two years after opening.""",https://www.politifact.com/factchecks/2023/nov/21/joy-pullmann/joy-pullmann-says-scott-walker-couldnt-get-legisla/,Joy Pullmann," November 11, "," November 21, 2023",half-true
8122,8123,"""My position hasn’t changed"" on using executive authority to address immigration issues.",https://www.politifact.com/factchecks/2023/nov/20/barack-obama/barack-obama-position-immigration-action-through-e/,Barack Obama," November 16, "," November 20, 2023",FALSE
8123,8124,"The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.""",https://www.politifact.com/factchecks/2023/nov/20/jeb-bush/jeb-bush-says-orange-county-schools-made-it-imposs/,Jeb Bush," November 20, "," November 20, 2023",mostly-true
8124,8125,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",https://www.politifact.com/factchecks/2023/nov/20/barack-obama/obama-says-keystone-xl-exporting-oil-experts-disag/,Barack Obama," November 14, "," November 20, 2023",barely-true
8125,8126,"Austin mayoral candidate Steve Adler has ""never been active in anything that has to do with City Hall.""",https://www.politifact.com/factchecks/2023/nov/20/mike-martinez/martinez-says-steve-adler-hasnt-been-active-anythi/,Mike Martinez," November 11, "," November 20, 2023",pants-fire
8126,8127,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,https://www.politifact.com/factchecks/2023/nov/20/enough-already-wisconsin-inc/anti-casino-group-enough-already-claims-most-reven/,"Enough Already Wisconsin, Inc."," November 8, 2"," November 20, 2023",FALSE
8127,8128,"Says he has ""never received any contributions from the Koch brothers.""",https://www.politifact.com/factchecks/2023/nov/19/john-thrasher/thrasher-says-he-has-never-received-any-contributi/,John Thrasher," September 15,"," November 19, 2023",barely-true
8128,8129,"""The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.""",https://www.politifact.com/factchecks/2023/nov/19/thom-hartmann/does-keystone-xl-promise-100-billion-profit-koch-b/,Thom Hartmann," November 7, 2"," November 19, 2023",pants-fire
8129,8130,"Says Jonathan Gruber was ""some adviser who never worked on our staff.""",https://www.politifact.com/factchecks/2023/nov/19/barack-obama/barack-obama-says-mit-professor-jonathan-gruber-wa/,Barack Obama," November 16, "," November 19, 2023",barely-true
8130,8131,"The climate-change agreement between the United States and China ""requires the Chinese to do nothing at all for 16 years.""",https://www.politifact.com/factchecks/2023/nov/19/mitch-mcconnell/mitch-mcconnell-says-us-china-climate-deal-means-c/,Mitch McConnell," November 12, "," November 19, 2023",barely-true
8131,8132,Georgia ranks No. 9 in the rate of women murdered by men.,https://www.politifact.com/factchecks/2023/nov/19/violence-policy-center/study-correct-georgias-gender-based-murder-rate/,Violence Policy Center," September 8, "," November 19, 2023",TRUE
8132,8133,"""4.7 million people have lost their insurance in 32 states"" due to Obamacare.",https://www.politifact.com/factchecks/2023/nov/18/dana-loesch/conservative-talker-loesch-says-47-million-people-/,Dana Loesch," November 13, "," November 18, 2023",barely-true
8133,8134,"Repeal of Obamacare would ""take away health care for 10.3 million Americans"" who have received coverage since Oct. 1, 2023.",https://www.politifact.com/factchecks/2023/nov/18/ed-schultz/schultz-103-million-people-would-lose-insurance-ob/,Ed Schultz," November 13, "," November 18, 2023",mostly-true
8134,8135,"""Over the last few years, we’ve put more people back to work than all the other advanced economies combined.""",https://www.politifact.com/factchecks/2023/nov/18/barack-obama/obama-us-has-put-more-people-back-work-all-other-a/,Barack Obama," November 16, "," November 18, 2023",half-true
8135,8136,Georgia has some of the highest gas taxes in the Southeast but one of the lowest taxes on gasoline for transportation in the nation.,https://www.politifact.com/factchecks/2023/nov/18/ed-lindsey/gas-tax-comparison-mostly-target/,Edward Lindsey," November 10, "," November 18, 2023",mostly-true
8136,8137,"""Congress Approves Bill Offering Free Cars To Welfare Recipients.""",https://www.politifact.com/factchecks/2023/nov/17/americannewscom/social-media-post-says-barack-obama-backed-bill-wi/,AmericanNews.com," November 2, 2"," November 17, 2023",pants-fire
8137,8138,"""No one was taken into custody"" for feeding the homeless.",https://www.politifact.com/factchecks/2023/nov/17/jack-seiler/jack-seiler-says-arnold-abbott-90-year-old-wasnt-t/,Jack Seiler," November 5, 2"," November 17, 2023",mostly-true
8138,8139,"""China has made enormous progress in its human rights. That is a fact recognized by all the people in the world.""",https://www.politifact.com/factchecks/2023/nov/17/xi-jinping/chinese-president-world-agrees-china-had-made-enor/,Xi Jinping," November 12, "," November 17, 2023",barely-true
8139,8140,"""The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years.""",https://www.politifact.com/factchecks/2023/nov/16/chris-wallace/chris-wallace-harry-reid-blocked-any-vote-keystone/,Chris Wallace," November 16, "," November 16, 2023",half-true
8140,8141,"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ""ongoing, enduring jobs.""",https://www.politifact.com/factchecks/2023/nov/16/russ-girling/transcanada-ceo-says-42000-keystone-xl-pipeline-jo/,Russ Girling," November 16, "," November 16, 2023",FALSE
8141,8142,"""Proximity to high-voltage power lines lowers property values by as much as 30 percent.""",https://www.politifact.com/factchecks/2023/nov/16/friends-india-point-park/india-point-park-group-says-proximity-large-power-/,Friends of India Point Park," October 31, 2"," November 16, 2023",half-true
8142,8143,"Austin mayoral candidate ""Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.""",https://www.politifact.com/factchecks/2023/nov/14/mike-martinez/mike-martinez-says-steve-adler-admitted-his-law-fi/,Mike Martinez," November 12, "," November 14, 2023",mostly-true
8143,8144,"Republicans approved 12 times larger tax breaks for ""people making over 350 grand"" than for ""the average middle-class person.""",https://www.politifact.com/factchecks/2023/nov/14/peter-barca/peter-barca-gop-tax-breaks-12-times-larger-top-ear/,Peter Barca," November 7, 2"," November 14, 2023",mostly-true
8144,8145,110 people a day move to Austin.,https://www.politifact.com/factchecks/2023/nov/14/lynda-rife/austin-consultant-says-110-people-moving-austin-to/,Lynda Rife," November 4, 2"," November 14, 2023",barely-true
8145,8146,Georgia has the country’s second highest number of fraudulent tax refund claims.,https://www.politifact.com/factchecks/2023/nov/14/johnny-isakson/Isakson-off-about-income-tax-fraud-ranking/,Johnny Isakson," November 21, "," November 14, 2023",half-true
8146,8147,"Amendment 2 on medical marijuana won a higher percentage of the vote than the last six Florida governors, including Jeb Bush’s 2002 landslide.",https://www.politifact.com/factchecks/2023/nov/13/united-care/medical-marijuana-amendment-was-more-popular-winni/,United for Care," November 6, 2"," November 13, 2023",mostly-true
8147,8148,"""I don't know who (Jonathan Gruber) is.""",https://www.politifact.com/factchecks/2023/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,Nancy Pelosi," November 13, "," November 13, 2023",FALSE
8148,8149,"""It is senior citizens, not Hispanics, who are the fastest-growing demographic in this country.""",https://www.politifact.com/factchecks/2023/nov/13/brit-hume/hume-senior-vote-growing-faster-hispanic/,Brit Hume," November 10, "," November 13, 2023",barely-true
8150,8151,"""Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported aren't criminals.""",https://www.politifact.com/factchecks/2023/nov/12/jose-diaz-balart/diaz-balart-vast-majority-deportees-arent-criminal/,Jose Diaz-Balart," November 9, 2"," November 12, 2023",half-true
8151,8152,"""The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldn't even (increase) the vote there.""",https://www.politifact.com/factchecks/2023/nov/12/scott-walker/scott-walker-obama-visit-failed-boost-democratic-t/,Scott Walker," November 7, 2"," November 12, 2023",TRUE
8152,8153,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2023.",https://www.politifact.com/factchecks/2023/nov/11/facebook-posts/congress-has-11-approval-ratings-96-incumbent-re-e/,Facebook posts," November 10, "," November 11, 2023",TRUE
8153,8154,"""There would be tens of thousands of jobs created"" if President Barack Obama approved the Keystone XL pipeline.",https://www.politifact.com/factchecks/2023/nov/11/anna-kooiman/fox-news-host-keystone-pipeline-would-create-tens-/,Anna Kooiman," November 6, 2"," November 11, 2023",barely-true
8154,8155,"""According to recent reports, a group of death panels organized under Obamacare ordered their first execution.""",https://www.politifact.com/factchecks/2023/nov/11/americannewscom/first-execution-under-obamacare-death-panels-pants/,AmericanNews.com," September 2, "," November 11, 2023",pants-fire
8155,8156,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,https://www.politifact.com/factchecks/2023/nov/11/sloan-roach/gwinnett-spokeswoman-target-claim-about-school-bus/,Sloan Roach," November 6, 2"," November 11, 2023",TRUE
8156,8157,"Every new Republican member of the U.S. Senate said they ""will vote to repeal and replace Obamacare.""",https://www.politifact.com/factchecks/2023/nov/10/sean-hannity/hannity-every-new-gop-senator-wants-repealreplace-/,Sean Hannity," November 5, 2"," November 10, 2023",mostly-true
8157,8158,"Loretta Lynch, the new nominee for attorney general, ""was a member of Bill Clinton's defense team during the 1992 Whitewater corruption probe.""",https://www.politifact.com/factchecks/2023/nov/10/breitbart/breitbart-gets-wrong-loretta-lynch-whitewater-clai/,Breitbart," November 8, 2"," November 10, 2023",pants-fire
8158,8159,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",https://www.politifact.com/factchecks/2023/nov/10/bob-seger/rock-singer-bob-seger-says-gogebic-mine-would-be-b/,Bob Seger," October 12, 2"," November 10, 2023",FALSE
8159,8160,"New Jersey has had ""seven credit downgrades"" since Chris Christie became governor.",https://www.politifact.com/factchecks/2023/nov/09/greta-van-susteren/claim-new-jersey-has-had-7-credit-downgrades-chris/,Greta Van Susteren," November 9, 2"," November 9, 2023",mostly-true
8160,8161,"""We've created more jobs in the United States than every other advanced economy combined since I came into office.""",https://www.politifact.com/factchecks/2023/nov/09/barack-obama/obama-2009-us-has-created-more-jobs-every-other-ad/,Barack Obama," November 9, 2"," November 9, 2023",half-true
8161,8162,"""I’ll be the only economist in the (U.S.) House.""",https://www.politifact.com/factchecks/2023/nov/09/dave-brat/brat/,Dave Brat," October 15, 2"," November 9, 2023",TRUE
8162,8163,I spent only $36.29 on my campaign for governor.,https://www.politifact.com/factchecks/2023/nov/09/robert-healey/ri-moderate-partys-robert-healey-says-he-only-spen/,Robert Healey," November 5, 2"," November 9, 2023",TRUE
8163,8164,"""One-hundred times as many people worked their way from poverty into the American middle class"" during his presidency compared to Ronald Reagan's presidency.",https://www.politifact.com/factchecks/2023/nov/07/bill-clinton/did-100-times-more-people-ascend-middle-class-unde/,Bill Clinton," October 24, 2"," November 7, 2023",barely-true
8164,8165,"""1/3 of our kids drop out (of high school), cannot go to college or start a career.""",https://www.politifact.com/factchecks/2023/nov/06/jeb-bush/jeb-bush-says-one-third-students-drop-out-or-arent/,Jeb Bush," October 27, 2"," November 6, 2023",barely-true
8165,8166,"""America’s least-trusted news sources are also its most popular.""",https://www.politifact.com/factchecks/2023/nov/06/leonard-pitts-jr/liberal-columnist-says-least-trusted-news-sources-/,"Leonard Pitts, Jr."," November 1, 2"," November 6, 2023",half-true
8166,8167,"""Over 214,000 doctors opt out of Obamacare exchanges.""",https://www.politifact.com/factchecks/2023/nov/06/chain-email/chain-email-claims-214000-doctors-refuse-take-pati/,Chain email," October 30, 2"," November 6, 2023",FALSE
8167,8168,"""Among the developed nations, we are the least economically and socially mobile country in the world.""",https://www.politifact.com/factchecks/2023/nov/06/jeb-bush/us-workers-least-mobile-developed-world-jeb-bush/,Jeb Bush," October 27, 2"," November 6, 2023",TRUE
8168,8169,"""Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.""",https://www.politifact.com/factchecks/2023/nov/06/delia-garza/delia-garza-says-austin-residents-del-valle-must-d/,Delia Garza," October 21, 2"," November 6, 2023",FALSE
8169,8170,"""Every time we've increased the minimum wage, we've seen a growth in jobs.""",https://www.politifact.com/factchecks/2023/nov/06/ben-cardin/does-raising-minimum-wage-result-job-growth/,Ben Cardin," November 2, 2"," November 6, 2023",barely-true
8170,8171,"2023 midterm election spending by ""the left and the right are both equal.""",https://www.politifact.com/factchecks/2023/nov/06/joe-scarborough/which-side-spent-more-2023-midterms-democrats-or-r/,Joe Scarborough," November 3, 2"," November 6, 2023",half-true
8171,8172,"""We’re above 800 million Muslims radicalized, more than half the Muslims on Earth That’s not a minority. That’s now a majority.""",https://www.politifact.com/factchecks/2023/nov/05/ben-shapiro/shapiro-says-majority-muslims-are-radicals/,Ben Shapiro," October 15, 2"," November 5, 2023",FALSE
8172,8173,"""Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obama’s political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election""",https://www.politifact.com/factchecks/2023/nov/04/daily-caller/jeanne-shaheen-hit-last-minute-attack-over-lois-le/,Daily Caller," November 3, 2"," November 4, 2023",FALSE
8173,8174,"""More people are losing their insurance (due to Obamacare) than are becoming newly insured.""",https://www.politifact.com/factchecks/2023/nov/04/herman-cain/herman-cain-says-more-losing-insurance-through-oba/,Herman Cain," November 3, 2"," November 4, 2023",FALSE
8174,8175,"""25,000 businesses have been created since (Scott) Walker took office.""",https://www.politifact.com/factchecks/2023/nov/03/republican-party-wisconsin/state-republican-party-25000-new-businesses-under-/,Republican Party of Wisconsin," October 29, 2"," November 3, 2023",barely-true
8175,8176,"Dave Brat said ""the best way to fix Social Security would be to give seniors back what they paid in and no more.""",https://www.politifact.com/factchecks/2023/nov/02/jack-trammell/trammell-brat-says-seniors-should-get-back-what-on/,Jack Trammell," October 20, 2"," November 2, 2023",barely-true
8176,8177,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980.""",https://www.politifact.com/factchecks/2023/nov/02/sean-spicer/last-time-gop-defeated-two-senate-incumbent-democr/,Sean Spicer," November 2, 2"," November 2, 2023",TRUE
8177,8178,"""Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.""",https://www.politifact.com/factchecks/2023/nov/02/jonathan-karl/last-time-kansans-elected-someone-other-republican/,Jonathan Karl," November 2, 2"," November 2, 2023",TRUE
8178,8179,"""In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.""",https://www.politifact.com/factchecks/2023/nov/02/dave-brat/brat-says-us-students-scoring-bottom-math-and-scie/,Dave Brat," October 28, 2"," November 2, 2023",FALSE
8179,8180,"""We have the third-lowest minimum wage ?of developed countries.""",https://www.politifact.com/factchecks/2023/nov/01/david-cicilline/david-cicilline-says-us-has-third-lowest-minimum-w/,David Cicilline," October 26, 2"," November 1, 2023",TRUE
8180,8181,"Says U.S. Senate candidate Michelle Nunn was ""handpicked"" by President Barack Obama",https://www.politifact.com/factchecks/2023/nov/01/david-perdue/democrats-want-nunn-know-she-will-often-oppose-the/,David Perdue," October 7, 20"," November 1, 2023",half-true
8181,8182,"Says Scott Brown ""voted to reward"" companies ""to ship jobs overseas.""",https://www.politifact.com/factchecks/2023/oct/31/jeanne-shaheen/jeanne-shaheen-says-scott-brown-voted-reward-compa/,Jeanne Shaheen," October 21, 2"," October 31, 2023",half-true
8182,8183,"Attorney general candidate Brad Schimel ""is in cahoots with Wisconsin Right to Life to make abortion a crime in Wisconsin.""",https://www.politifact.com/factchecks/2023/oct/31/chris-taylor/republican-candidate-wisconsin-attorney-general-wo/,Chris Taylor," October 24, 2"," October 31, 2023",barely-true
8183,8184,"The gender gap in his support is ""not unique to me"" and ""there’s not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections"" in recent years.",https://www.politifact.com/factchecks/2023/oct/31/scott-walker/scott-walker-says-gender-gap-his-support-similar-o/,Scott Walker," October 14, 2"," October 31, 2023",mostly-true
8184,8185,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",https://www.politifact.com/factchecks/2023/oct/31/charlie-crist/crist-says-scott-spent-800k-governors-mansion-reno/,Charlie Crist," October 24, 2"," October 31, 2023",half-true
8185,8186,"As a result of Obamacare, ""California seniors face benefit cuts of over $1,700.""",https://www.politifact.com/factchecks/2023/oct/31/american-crossroads/rove-pac-says-obamacare-cuts-1700-medicare-benefit/,American Crossroads," October 28, 2"," October 31, 2023",FALSE
8186,8187,"Wisconsin Republicans ""repealed a statewide fair pay law"" that made ""sure women are treated fairly on the job.""",https://www.politifact.com/factchecks/2023/oct/31/barack-obama/wisconsin-republicans-repealed-equal-pay-law-prote/,Barack Obama," October 28, 2"," October 31, 2023",mostly-true
8187,8188,"Gina Raimondo ""paid 70 million in taxpayer dollars to millionaire hedge fund managers.""",https://www.politifact.com/factchecks/2023/oct/31/allan-fung/allan-fung-says-gina-raimondo-paid-70-million-stat/,Allan Fung," October 9, 20"," October 31, 2023",barely-true
8188,8189,Nathan Deal saved the HOPE scholarship program.,https://www.politifact.com/factchecks/2023/oct/31/zell-miller/Ad-about-Deal-and-scholarship-Mostly-True/,Zell Miller," October 27, 2"," October 31, 2023",mostly-true
8189,8190,"Republicans are ""trying to impeach our president.""",https://www.politifact.com/factchecks/2023/oct/30/color-change/gop-trying-impeach-obama-civil-rights-group-says/,Color of Change," October 29, 2"," October 30, 2023",barely-true
8190,8191,"""Women and men both are making less when you adjust for inflation than when"" John Kitzhaber was first elected governor.",https://www.politifact.com/factchecks/2023/oct/30/dennis-richardson/are-oregonians-earning-less-now-when-john-kitzhabe/,Dennis Richardson," October 10, 2"," October 30, 2023",FALSE
8191,8192,"A new Colorado law ""literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to ‘collectors.?""",https://www.politifact.com/factchecks/2023/oct/30/megyn-kelly/megyn-kellys-errant-claim-about-colorado-voters-pr/,Megyn Kelly," October 21, 2"," October 30, 2023",FALSE
8192,8193,"""The nation as a whole has created jobs at a rate that is two times the rate that we have created jobs here in Wisconsin under Gov. Walker.""",https://www.politifact.com/factchecks/2023/oct/30/mary-burke/mary-burke-says-us-added-jobs-twice-wisconsins-rat/,Mary Burke," October 28, 2"," October 30, 2023",half-true
8193,8194,"The ""stand your ground"" law caused the shooting death of Trayvon Martin.",https://www.politifact.com/factchecks/2023/oct/30/senate-majority-pac/radio-ad-dem-pac-blames-trayvon-martin-death-flori/,Senate Majority PAC," October 28, 2"," October 30, 2023",FALSE
8194,8195,"""If Cory Gardner gets his way, you'd better stock up on condoms.""",https://www.politifact.com/factchecks/2023/oct/30/naral-pro-choice/ad-colorado-senate-race-suggests-cory-gardner-woul/,NARAL Pro-Choice America," October 29, 2"," October 30, 2023",pants-fire
